10	0
20	1
30	2
40	2
50	3
60	3
70	4
80	3
90	3
100	1
110	0
120	2
130	0
140	3
150	5
160	1
170	4
180	1
190	2
200	2
210	0
220	2
230	2
240	2
250	1
260	2
270	3
280	0
290	0
300	2
310	7
320	3
330	3
340	4
350	0
360	1
370	2
380	6
390	2
400	0
410	1
420	2
430	2
440	3
450	2
460	3
470	0
480	2
490	3
500	2
510	0
520	1
530	3
540	1
550	2
560	1
570	2
580	7
590	1
600	1
610	3
620	0
630	2
640	2
650	2
660	1
670	0
680	2
690	1
700	1
710	2
720	0
730	3
740	7
750	1
760	3
770	1
780	2
790	1
800	0
810	5
820	2
830	1
840	1
850	1
860	0
870	4
880	1
890	2
900	0
910	0
920	3
930	3
940	2
950	2
960	0
970	2
980	2
990	4
1000	5
1010	2
1020	1
1030	0
1040	1
1050	2
1060	3
1070	1
1080	2
1090	2
1100	1
1110	1
1120	0
1130	3
1140	1
1150	2
1160	3
1170	1
1180	1
1190	4
1200	0
1210	1
1220	2
1230	2
1240	1
1250	3
1260	0
1270	0
1280	0
1290	2
1300	4
1310	1
1320	2
1330	0
1340	2
1350	2
1360	1
1370	5
1380	0
1390	3
1400	1
1410	0
1420	0
1430	1
1440	4
1450	0
1460	1
1470	2
1480	0
1490	1
1500	2
1510	2
1520	1
1530	1
1540	0
1550	3
1560	0
1570	3
1580	4
1590	1
1600	1
1610	1
1620	1
1630	2
1640	1
1650	0
1660	0
1670	3
1680	0
1690	1
1700	4
1710	3
1720	0
1730	2
1740	2
1750	1
1760	2
1770	0
1780	1
1790	1
1800	1
1810	2
1820	2
1830	0
1840	1
1850	1
1860	3
1870	1
1880	2
1890	2
1900	1
1910	0
1920	1
1930	2
1940	2
1950	0
1960	1
1970	2
1980	2
1990	0
2000	1
2010	1
2020	2
2030	1
2040	1
2050	3
2060	0
2070	3
2080	2
2090	4
2100	2
2110	7
2120	2
2130	0
2140	0
2150	3
2160	1
2170	4
2180	2
2190	5
2200	3
2210	0
2220	3
2230	5
2240	2
2250	2
2260	0
2270	1
2280	0
2290	3
2300	2
2310	2
2320	2
2330	3
2340	1
2350	3
2360	1
2370	2
2380	2
2390	4
2400	2
2410	4
2420	2
2430	5
2440	2
2450	2
2460	5
2470	2
2480	6
2490	9
2500	5
2510	3
2520	5
2530	7
2540	8
2550	2
2560	9
2570	14
2580	5
2590	7
2600	7
2610	7
2620	4
2630	16
2640	6
2650	9
2660	12
2670	7
2680	6
2690	14
2700	13
2710	12
2720	11
2730	14
2740	7
2750	11
2760	11
2770	11
2780	21
2790	21
2800	15
2810	10
2820	21
2830	21
2840	23
2850	15
2860	16
2870	15
2880	23
2890	17
2900	20
2910	22
2920	29
2930	24
2940	20
2950	24
2960	16
2970	26
2980	32
2990	23
3000	23
3010	24
3020	20
3030	24
3040	27
3050	25
3060	28
3070	32
3080	27
3090	28
3100	31
3110	18
3120	21
3130	21
3140	19
3150	32
3160	35
3170	22
3180	25
3190	33
3200	27
3210	29
3220	27
3230	35
3240	35
3250	36
3260	25
3270	39
3280	34
3290	29
3300	31
3310	43
3320	44
3330	41
3340	40
3350	27
3360	40
3370	35
3380	45
3390	49
3400	40
3410	36
3420	41
3430	33
3440	43
3450	37
3460	39
3470	36
3480	46
3490	43
3500	49
3510	31
3520	36
3530	33
3540	46
3550	50
3560	57
3570	45
3580	35
3590	39
3600	40
3610	40
3620	26
3630	30
3640	34
3650	40
3660	51
3670	47
3680	37
3690	30
3700	46
3710	43
3720	41
3730	45
3740	28
3750	36
3760	46
3770	41
3780	51
3790	36
3800	42
3810	42
3820	37
3830	45
3840	41
3850	37
3860	40
3870	38
3880	37
3890	28
3900	35
3910	30
3920	36
3930	35
3940	29
3950	47
3960	33
3970	39
3980	28
3990	43
4000	41
4010	45
4020	36
4030	28
4040	34
4050	40
4060	26
4070	35
4080	27
4090	26
4100	36
4110	24
4120	26
4130	37
4140	25
4150	20
4160	25
4170	30
4180	19
4190	27
4200	25
4210	14
4220	11
4230	30
4240	21
4250	11
4260	11
4270	14
4280	17
4290	9
4300	11
4310	17
4320	13
4330	7
4340	6
4350	8
4360	14
4370	6
4380	7
4390	9
4400	3
4410	7
4420	3
4430	9
4440	8
4450	7
4460	6
4470	7
4480	5
4490	4
4500	3
4510	9
4520	4
4530	6
4540	3
4550	4
4560	13
4570	3
4580	2
4590	3
4600	3
4610	5
4620	7
4630	3
4640	3
4650	0
4660	3
4670	3
4680	3
4690	2
4700	2

