10	1
20	4
30	2
40	0
50	1
60	1
70	1
80	0
90	2
100	2
110	1
120	0
130	2
140	2
150	0
160	3
170	4
180	2
190	2
200	0
210	2
220	3
230	2
240	1
250	3
260	2
270	4
280	2
290	4
300	1
310	1
320	2
330	4
340	2
350	5
360	2
370	3
380	6
390	5
400	1
410	2
420	2
430	1
440	2
450	1
460	1
470	2
480	3
490	0
500	3
510	1
520	2
530	2
540	0
550	1
560	1
570	4
580	1
590	1
600	1
610	1
620	3
630	2
640	2
650	5
660	0
670	5
680	1
690	3
700	2
710	1
720	0
730	2
740	3
750	2
760	1
770	0
780	4
790	2
800	1
810	3
820	1
830	2
840	4
850	1
860	0
870	0
880	6
890	4
900	6
910	3
920	0
930	2
940	5
950	5
960	1
970	6
980	6
990	1
1000	4
1010	3
1020	7
1030	6
1040	4
1050	4
1060	9
1070	2
1080	8
1090	9
1100	10
1110	11
1120	17
1130	12
1140	9
1150	18
1160	21
1170	12
1180	16
1190	18
1200	14
1210	13
1220	18
1230	16
1240	11
1250	17
1260	17
1270	19
1280	13
1290	20
1300	15
1310	20
1320	27
1330	27
1340	20
1350	17
1360	26
1370	28
1380	19
1390	31
1400	31
1410	33
1420	34
1430	30
1440	31
1450	23
1460	25
1470	37
1480	36
1490	31
1500	26
1510	37
1520	48
1530	30
1540	44
1550	47
1560	40
1570	20
1580	31
1590	40
1600	38
1610	37
1620	37
1630	32
1640	30
1650	35
1660	34
1670	28
1680	36
1690	42
1700	28
1710	40
1720	34
1730	55
1740	44
1750	47
1760	35
1770	37
1780	44
1790	41
1800	27
1810	33
1820	30
1830	42
1840	43
1850	34
1860	53
1870	45
1880	40
1890	30
1900	42
1910	47
1920	38
1930	39
1940	49
1950	35
1960	42
1970	36
1980	36
1990	41
2000	41
2010	33
2020	33
2030	30
2040	38
2050	46
2060	34
2070	30
2080	37
2090	42
2100	39
2110	46
2120	37
2130	37
2140	39
2150	38
2160	37
2170	45
2180	34
2190	37
2200	33
2210	20
2220	38
2230	23
2240	35
2250	25
2260	32
2270	24
2280	22
2290	16
2300	29
2310	17
2320	10
2330	22
2340	17
2350	29
2360	18
2370	16
2380	14
2390	16
2400	16
2410	16
2420	22
2430	16
2440	21
2450	18
2460	6
2470	11
2480	9
2490	10
2500	10
2510	6
2520	6
2530	15
2540	15
2550	9
2560	8
2570	10
2580	6
2590	8
2600	5
2610	7
2620	13
2630	2
2640	1
2650	12
2660	3
2670	3
2680	5
2690	3
2700	5
2710	4
2720	2
2730	2
2740	1
2750	2
2760	4
2770	7
2780	2
2790	6
2800	5
2810	5
2820	4
2830	4
2840	7
2850	1
2860	1
2870	1
2880	2
2890	5
2900	3
2910	4
2920	3
2930	5
2940	4
2950	4
2960	1
2970	1
2980	4
2990	2
3000	2
3010	3
3020	0
3030	2
3040	2
3050	5
3060	6
3070	2
3080	3
3090	1
3100	3
3110	4
3120	2
3130	2
3140	3
3150	2
3160	2
3170	1
3180	2
3190	2
3200	2
3210	1
3220	1
3230	3
3240	0
3250	3
3260	2
3270	2
3280	3
3290	2
3300	2
3310	2
3320	1
3330	1
3340	0
3350	4
3360	2
3370	3
3380	4
3390	1
3400	2
3410	3
3420	1
3430	5
3440	2
3450	0
3460	0
3470	4
3480	0
3490	1
3500	3
3510	1
3520	2
3530	2
3540	2
3550	2
3560	2
3570	1
3580	2
3590	2
3600	0
3610	7
3620	3
3630	2
3640	5
3650	0
3660	1
3670	2
3680	3
3690	1
3700	1
3710	6
3720	6
3730	2
3740	4
3750	6
3760	1
3770	1

