10	1
20	2
30	2
40	1
50	3
60	2
70	1
80	1
90	3
100	0
110	0
120	2
130	2
140	2
150	3
160	4
170	2
180	3
190	1
200	2
210	7
220	2
230	1
240	0
250	1
260	1
270	0
280	0
290	0
300	4
310	2
320	3
330	0
340	2
350	2
360	3
370	3
380	1
390	4
400	0
410	1
420	3
430	1
440	2
450	0
460	2
470	2
480	1
490	2
500	1
510	1
520	1
530	2
540	2
550	4
560	0
570	1
580	4
590	1
600	2
610	1
620	2
630	3
640	3
650	3
660	0
670	3
680	3
690	5
700	5
710	2
720	8
730	3
740	3
750	1
760	6
770	3
780	1
790	7
800	2
810	6
820	7
830	4
840	4
850	3
860	5
870	5
880	13
890	9
900	3
910	8
920	13
930	11
940	10
950	6
960	17
970	17
980	19
990	17
1000	17
1010	17
1020	16
1030	21
1040	20
1050	24
1060	18
1070	23
1080	20
1090	31
1100	23
1110	28
1120	23
1130	25
1140	19
1150	32
1160	32
1170	21
1180	28
1190	35
1200	38
1210	31
1220	32
1230	29
1240	38
1250	40
1260	33
1270	41
1280	28
1290	26
1300	27
1310	29
1320	39
1330	26
1340	38
1350	30
1360	23
1370	21
1380	34
1390	27
1400	27
1410	38
1420	33
1430	26
1440	26
1450	26
1460	45
1470	32
1480	27
1490	27
1500	36
1510	25
1520	34
1530	37
1540	27
1550	30
1560	32
1570	29
1580	29
1590	21
1600	29
1610	20
1620	29
1630	29
1640	25
1650	45
1660	30
1670	29
1680	35
1690	24
1700	26
1710	28
1720	20
1730	23
1740	28
1750	21
1760	23
1770	23
1780	26
1790	16
1800	21
1810	13
1820	22
1830	14
1840	13
1850	23
1860	15
1870	14
1880	23
1890	12
1900	15
1910	10
1920	7
1930	12
1940	12
1950	11
1960	13
1970	13
1980	12
1990	12
2000	12
2010	12
2020	6
2030	9
2040	12
2050	9
2060	14
2070	17
2080	12
2090	12
2100	14
2110	13
2120	10
2130	9
2140	11
2150	10
2160	1
2170	11
2180	13
2190	7
2200	4
2210	9
2220	6
2230	8
2240	4
2250	5
2260	3
2270	2
2280	0
2290	3
2300	5
2310	2
2320	8
2330	2
2340	2
2350	5
2360	3
2370	2
2380	1
2390	4
2400	5
2410	2
2420	4
2430	5
2440	3
2450	3
2460	2
2470	1
2480	3
2490	4
2500	3
2510	3
2520	2
2530	5
2540	1
2550	5
2560	2
2570	2
2580	2
2590	4
2600	2
2610	2
2620	4
2630	1
2640	4
2650	1
2660	2
2670	1
2680	2
2690	1
2700	2
2710	2
2720	2
2730	1
2740	4
2750	3
2760	5
2770	2
2780	3
2790	1
2800	1
2810	0
2820	3
2830	1
2840	0
2850	3
2860	3
2870	6
2880	1
2890	4
2900	2
2910	6
2920	0
2930	4
2940	3
2950	1
2960	1
2970	3
2980	2
2990	1
3000	1
3010	1
3020	3
3030	1
3040	0
3050	1
3060	0
3070	1
3080	0
3090	2
3100	0
3110	3
3120	3
3130	4
3140	3
3150	0
3160	2
3170	2
3180	1
3190	0
3200	0
3210	1
3220	0
3230	3
3240	2
3250	1
3260	0
3270	5
3280	1
3290	2
3300	1
3310	2
3320	1
3330	2
3340	1
3350	1
3360	4
3370	4
3380	3
3390	3
3400	1
3410	2
3420	1
3430	0
3440	1
3450	1
3460	1
3470	2
3480	1
3490	2
3500	0
3510	6
3520	1
3530	1
3540	2
3550	2
3560	2
3570	4
3580	1
3590	1
3600	3

